event_id,event_title,date,description,region,agreement_check,agreement_link,event_type,subject_type,subject_topic,subject_story,organizer_type,organizer_name,detentions,ovd,place,links
2456,Акция «Еда вместо бомб»,2020-04-12,"В Москве на Курском вокзале задержали участников акции «Еда вместо бомб», которые раздавали еду бездомным, их задержали за нарушение режима самоизоляции",['recPrDrobUuRrCB6x'],,,акция,политический протест,другое,поддержка бездомных,активистский протест,,2,['reccMao3IjfHm9lKZ'],"Москва, Курский вокзал",https://ovdinfo.org/express-news/2020/04/12/v-moskve-zaderzhali-uchastnikov-akcii-eda-vmesto-bomb
2458,Акция нацболов за возвращение в Праге памятника Ивану Коневу,2020-04-16,"В Петербурге полицейские задержали нацбола Сергея Кондратьева во время акции возле Генерального консульства Чехии. Кондратьев и другие активисты выступали за возвращение в Праге памятника Ивану Коневу. Они развернули плакат с текстом «Конева — на место, kurvy!», а также подожгли дымовую шашку.",['recs8CXZcUBPl95yA'],,,акция,локальный протест,националистическая повестка,против сноса в Праге памятника советскому маршалу Ивану Коневу,институциональный протест,['reciOKrlvhSbIhHMl'],1,['rec0S8cb7D3vwDimj'],"Санкт-Петербург, Генеральное Консульство Чешской Республики, ул. Тверская, 5","https://ovdinfo.org/express-news/2020/04/16/v-peterburge-policiya-zaderzhala-nacbola-vo-vremya-akcii-vozle-generalnogo

https://drugros.ru/novosti/koneva-na-mesto-kurvy"
2673,Народный сход против режима самоизоляции,2020-04-20,"Жители Владикавказа собрались на народный сход против режима самоизоляции, их вытеснил ОМОН",['recL4vnAktf6PRy42'],,,собрание,политический протест,свобода собраний,против режима самоизоляции,стихийный протест,,69,,"Владикавказ, площадь Свободы, площадь Штыба",https://ovdinfo.org/express-news/2020/04/20/vo-vladikavkaze-nachali-zaderzhivat-uchastnikov-narodnogo-shoda-protiv
2672,Дежурство в эколагере защитников «Каменного бора»,2020-04-20,"В Петрозаводске сотрудники полиции и ДПС пришли в эколагерь защитников парка «Каменный Бор», на шестерых на месте составили протоколы о нарушении самоизоляции",['receZQP9VZcL8MuUJ'],,,оккупай ,локальный протест,градостроительная,против возведения детского сада на месте парка «Каменный бор»,институциональный протест,,6,,"Петрозаводск, парк «Каменный бор»",https://ovdinfo.org/express-news/2020/04/20/v-petrozavodske-policeyskie-prishli-v-ekolager-zashchitnikov-kamennogo-bora
2668,Возложение цветов к памятнику Ленину,2020-04-22,"В городе Алексине Тульской области задержали трех муниципальных депутатов от КПРФ во время возложения цветов у памятника Ленину, на них составили протокол о нарушении самоизоляции",['recMUMVm2pKUmnIUr'],,,акция,групповой протест,другое,акция в честь дня рождения Ленина,институциональный протест,['recfRTb87ilO6Oo3v'],3,['recSfRvXnj6jiUNXp'],"Алексин, у памятника Ленину",https://ovdinfo.org/express-news/2020/04/22/v-tulskoy-oblasti-zaderzhali-municipalnyh-deputatov-ot-kprf
2671,Возложение цветов к памятнику Ленину,2020-04-22,"Часть активистов, среди которых были представители КПРФ и «Левого фронта», во время возложения цветов к памятнику Ленину задержали полицейские и доставили в отдел полиции по району Вишневский",['recplZ2vDEgcgV2UQ'],,,акция,групповой протест,другое,акция в честь дня рождения Ленина,институциональный протест,"['recKeEf8qPkyOTeGG', 'recfRTb87ilO6Oo3v']",17,['rec1qwka9HFCBD2W2'],"Казань, площадь Свободы, у памятника Ленину",https://ovdinfo.org/express-news/2020/04/27/v-kazani-sostavili-protokoly-na-aktivistov-vozlozhivshih-cvety-k-pamyatniku
2669,Одиночный пикет против изменения Конституции,2020-04-22,"В центре Новосибирска задержали участника одиночного пикета против реформы Конституции, он не успел развернуть плакат, как к нему применили силу и повалили на землю",['rec1m1g4Hk39ZAgR5'],,,одиночный пикет,политический протест,против власти,против изменений Конституции,стихийный протест,,1,,"Новосибирск, площадь Ленина",https://ovdinfo.org/express-news/2020/04/22/v-novosibirske-zaderzhali-uchastnika-odinochnogo-piketa-eshche-do-nachala
2670,Возложение цветов к памятнику Ленину,2020-04-22,"В Краснодаре на членов КПРФ, возлагавших цветы к памятнику Ленина в Вишняковском сквере, на месте составили протоколы за нарушение самоизоляции. ",['recRXeOGZuUv7ebT3'],,,акция,групповой протест,другое,акция в честь дня рождения Ленина,институциональный протест,['recfRTb87ilO6Oo3v'],8,,"Краснодар, Вишняковский сквер, у памятника Ленину",https://ovdinfo.org/express-news/2020/04/22/na-chlenov-kprf-vozlagavshih-cvety-k-pamyatniku-lenina-sostavili-protokoly
2667,Акция по раздаче еды бездомным,2020-04-23,"В Москву у Курского вокзала задержали волонтеров, раздававших еду бездомным. ",['recPrDrobUuRrCB6x'],,,собрание,групповой протест,другое,раздача еды бездомным,активистский протест,,4,['reccMao3IjfHm9lKZ'],"Москва, сквер у Курского вокзала",https://ovdinfo.org/express-news/2020/04/24/v-moskve-zaderzhali-aktivistov-razdavavshih-edu-bezdomnym
2665,Пикет против режима самоизоляции,2020-04-24,В Красноярске у здания правительства края полиция задержала участников митинга против режима самоизоляции. ,['recWnopqf12Ip5GoB'],,,собрание,политический протест,свобода собраний,против режима самоизоляции,стихийный протест,,4,,"Красноярск, площадь Революции, у здания правительства края",https://ovdinfo.org/express-news/2020/04/24/v-krasnoyarske-policiya-zaderzhala-uchastnikov-mitinga-protiv-rezhima
2666,Одиночный пикет в поддержку полизаключенных и против Путина,2020-04-24,"В Санкт-Петербурге полиция задержала активиста «бессрочного протеста» с плакатом «Путина на свалку истории», который проводил пикет в поддержку политзаключенных и против Путина",['recs8CXZcUBPl95yA'],,,одиночный пикет,политический протест,против власти,против президента Путина,активистский протест,,1,['rechPrKh9bGOcKeUQ'],"Санкт-Петербург, у станции метро «Василеостровская»",https://ovdinfo.org/express-news/2020/04/25/v-peterburge-iz-ovd-otpustili-zaderzhannogo-vchera-na-odinochnom-pikete
2664,Одиночный пикет в годовщину аварии в Чернобыле,2020-04-26,"В Санкт-Петербурге на Литейном проспекте на одиночном пикете в связи с годовщиной аварии на Чернобыльской АЭС задержали художницу, в отделе полиции на нее составили протокол о нарушении самоизоляции.",['recs8CXZcUBPl95yA'],,,одиночный пикет,локальный протест,экология,акция в годовщину аварии на Чернобыльской АЭС,стихийный протест,,1,['reclAdnFgWObL9hf9'],"Санкт-Петербург, Литейный проспект",https://ovdinfo.org/express-news/2020/04/26/v-peterburge-na-odinochnom-pikete-zaderzhali-hudozhnicu-elenu-osipovu
2663,Одиночный пикет против переноса даты окончания Второй мировой войны,2020-04-26,"В Новосибирске задержали одиночного пикетчика против переноса даты окончания Второй мировой войны, ему на месте выписали обязательство о явке",['rec1m1g4Hk39ZAgR5'],,,одиночный пикет,локальный протест,другое,против переноса даты окончания Второй мировой войны,стихийный протест,,1,,"Новосибирск, площадь Ленина",https://ovdinfo.org/express-news/2020/04/26/v-novosibirske-zaderzhali-odinochnogo-piketchika-protiv-perenosa-daty
2661,Одиночный пикет против сноса исторического здания,2020-04-27,"В Казани полиция задержала участника одиночного пикета против запланированного сноса дореволюционного дома № 37 по улице Назарбаева.
",['recplZ2vDEgcgV2UQ'],,,одиночный пикет,локальный протест,градостроительная,против сноса дореволюционного здания на улице Назарбаева,стихийный протест,,1,['rec1qwka9HFCBD2W2'],"Казань, у Министерства культуры Татарстана, ул. Пушкина, 66/33",https://ovdinfo.org/express-news/2020/04/27/v-kazani-policiya-zaderzhala-uchastnika-piketa-protiv-unichtozheniya
2662,Одиночный пикет обманутого дольщика,2020-04-27,"В подмосковных Химках полиция задержала обманутого дольщика, который на месте строительства ЖК «Сходня парк» проводил одиночный пикет, поставил палатку и объявил голодовку",['recdoNNfozyUBxcTV'],,,акция,локальный протест,жилье,обманутые дольщики,активистский протест,,1,['rec8xKylNmFyZkETP'],"Химки, ЖК «Сходня парк»",https://ovdinfo.org/express-news/2020/04/27/v-himkah-zaderzhali-obmanutogo-dolshchika-kotoryy-stoyal-v-odinochnom-pikete
2660,Дежурство против застройки сквера,2020-04-27,В Вологде полиция задержала журналиста и активиста во время протеста жителей против незаконного строительства детского сада на месте сквера в микрорайоне Бывалово. ,['recWonXpYWwv0GkDm'],,,собрание,локальный протест,градостроительная,против строительства в сквере в микрорайоне Бывалово в Вологде,активистский протест,,1,['recegrHbyh0kE30AR'],"Вологда, сквер в микрорайоне Бывалово",https://ovdinfo.org/express-news/2020/04/27/v-vologde-policiya-zaderzhala-eks-deputata-protestuyushchego-protiv
2659,Пикет с требованием назначения лечения,2020-04-28,"В Уфе к Дому правительства республики Башкортостан вышли с плакатами близкие тяжелобольного молодого человека, они требовали его прооперировать.",['recACsNjTE87EvlcK'],,,собрание,локальный протест,другое,требование провести медицинскую операцию,стихийный протест,,7,,"Уфа, Тукаева, 46, у Дома правительства республики Башкортостан",https://ovdinfo.org/express-news/2020/04/28/v-ufe-protokol-o-narushenii-samoizolyacii-sostavili-na-blizkih
2658,Традиционный хоровод в парке Нижнего Новгорода,2020-04-29,"В парке «Стригинский бор» в Нижнем Новгороде полиция задержала участников хоровода, который проводили с целью «почтить традицию».",['recRHx5610ZEvAiT6'],,,в движении,локальный протест,другое,Традиционный хоровод,активистский протест,,1,['rec7f9SIFV1jEDm4Z'],"Нижний Новгород, парк «Стригинский бор»",https://www.youtube.com/watch?v=3FkEEtysVfE
2657,Одиночные пикеты против перепрофилирования больницы под лечение больных коронавирусом,2020-04-30,В подмосковном Жуковском полиция задержала троих участников одиночных пикетов против перепрофилирования городской больницы для приема инфицированных коронавирусом,['recdoNNfozyUBxcTV'],,,одиночный пикет,локальный протест,здравоохранение,против перепрофилирования больницы под лечение инфицированных коронавирусом,стихийный протест,,3,['recZR5SsGmkBBPIkS'],"Жуковский, возле памятника Н.Е. Жуковскому",https://ovdinfo.org/express-news/2020/04/30/v-zhukovskom-zaderzhali-uchastnikov-piketov-protiv-pereprofilirovaniya
2655,Пикеты за отставку правительства и помощь населению,2020-05-01,В Москве полицейские задержали троих членов «Левого фронта» из-за пикета с требованием отставки правительства и поддержки населения.,['recPrDrobUuRrCB6x'],,,собрание,политический протест,против власти,за отставку правительства,институциональный протест,['recKeEf8qPkyOTeGG'],3,['recVM4JVqI9w0noEx'],"Москва, Большой каменный мост",https://ovdinfo.org/express-news/2020/05/01/chlenov-levogo-fronta-zaderzhali-za-piket-naprotiv-kremlya
2654,Акция в честь праздника 1 мая,2020-05-01,Троих членов партии «Другая Россия» задержали в Барнауле за проведение первомайской акции в центре города с плакатом «Мир! Труд! Май!».,['recf764oWecomW4Vj'],,,акция,групповой протест,другое,Первомай в честь 1 мая,институциональный протест,['reciOKrlvhSbIhHMl'],3,,"Барнаул, центр города ",https://ovdinfo.org/express-news/2020/05/01/chlenov-drugoy-rossii-zaderzhali-za-akciyu-v-centre-barnaula
2656,Одиночный пикет против Путина,2020-05-01,"В Петербурге полицейские задержали участника одиночного пикета с плакатом «Зачем нам нужен жадный президент? Путин, уходи»",['recs8CXZcUBPl95yA'],,,одиночный пикет,политический протест,против власти,против президента Путина,стихийный протест,,1,['reclAdnFgWObL9hf9'],"Санкт-Петербург, на пересечении Невского проспекта и набережной канала Грибоедова",https://ovdinfo.org/express-news/2020/05/01/v-sankt-peterburge-zaderzhali-uchastnika-odinochnogo-piketa
2653,Поход последователя якутского шамана,2020-05-04,"В Иркутской области сотрудники ДПС задержали последователя якутского шамана Габышева из-за того, что тот шел по обочине автомобильной дороги с тележкой, на которой установил баннер с надписью «Трудовая Россия — против воров олигархов — идет походом»",['rec72jqDWB9elYgvD'],,,в движении,политический протест,против власти,против олигархов,активистский протест,,1,,Иркутская область,https://ovdinfo.org/express-news/2020/05/05/v-irkutske-na-posledovatelya-shamana-gabysheva-sostavili-protokoly
2652,Одиночный пикет за освобождение полизаключенных,2020-05-08,В Санкт-Петербурге на Невском проспекте задержали участника одиночного пикета в поддержку полизаключенных,['recs8CXZcUBPl95yA'],,,одиночный пикет,политический протест,политзаключенные,за освобождение политзаключенных,стихийный протест,,1,['reclAdnFgWObL9hf9'],"Санкт-Петербург, на Малой Конюшенной улице, рядом с Невским проспектом",https://ovdinfo.org/express-news/2020/05/08/v-peterburge-na-nevskom-prospekte-zaderzhali-uchastnika-odinochnogo-piketa
2651,Акция по раздаче еды,2020-05-08,"В Москве полицейские разогнали акцию по раздаче еды на Гоголевском бульваре: три человека развешивали пакеты с продуктами, домашней едой и антибактериальными салфетками, которые мог взять любой нуждающийся. ",['recPrDrobUuRrCB6x'],,,собрание,групповой протест,другое,раздача еды бездомным,активистский протест,,3,,"Москва, Гоголевский бульвар",https://ovdinfo.org/express-news/2020/05/08/v-moskve-policeyskie-razognali-akciyu-po-razdache-edy-nuzhdayushchimsya
2650,Автопробег в честь празднования Дня Победы,2020-05-09,В Благовещенске задержали участников автопробега в честь празднования Дня Победы.,['recZ5VYXkvoi0xlwe'],,,в движении,групповой протест,другое,в честь Дня Победы 9 мая,институциональный протест,,5,,Благовещенск,"https://ovdinfo.org/express-news/2020/05/11/v-priamure-9-maya-zaderzhali-uchastnikov-prazdnichnogo-avtoprobega

https://ovdinfo.org/express-news/2020/05/27/v-blagoveshchenske-sud-oshtrafoval-uchastnikov-avtoprobega-9-maya"
2649,Одиночный пикет за технологическую модернизацию,2020-05-09,"В Пскове 9 мая у Вечного огня задержали местного жителя, который стоял в одиночном пикете с обращением к Путину о судьбе технологической модернизации страны",['rechTbBkoeJ8C0w0R'],,,одиночный пикет,политический протест,другое,за модернизацию экономики,стихийный протест,,1,,"Псков, Аллея Героев, у Вечного огня",https://ovdinfo.org/express-news/2020/05/11/v-pskove-9-maya-zaderzhali-piketchika-zayavivshego-ob-izobretenii-vechnogo
2648,Возложение цветов к Могиле Неизвестного Солдата,2020-05-09,"В Москве возле Могилы Неизвестного Солдата полицейские задержали несколько человек, среди которых были члены «Левого Фронта», из-за акции с возложением цветов. ",['recPrDrobUuRrCB6x'],,,акция,групповой протест,другое,в честь Дня Победы 9 мая,институциональный протест,,5,['recTCLk8weJUNTcHk'],"Москва, у Могилы Неизвестного Солдата",https://ovdinfo.org/express-news/2020/05/09/v-moskve-zaderzhivali-predstaviteley-levogo-fronta-iz-za-akcii-s
2647,Акция в честь Дня Победы,2020-05-09,"В Москве на Пушкинской площади полицейские задержали более 10 участников акции, посвященной 75-й годовщине Победы в Великой Отечественной войне.",['recPrDrobUuRrCB6x'],,,одиночный пикет,групповой протест,другое,в честь Дня Победы 9 мая,активистский протест,,14,"['rec3uBYf2Nx5VCX7c', 'rechzc7mbTt1H0JiC', 'recuI001EdVNovK9e']","Москва, Пушкинская площадь",https://ovdinfo.org/express-news/2020/05/09/v-moskve-zaderzhali-bolee-desyati-uchastnikov-akcii-posvyashchennoy-dnyu
2646,Акция в честь Дня Победы,2020-05-09,В Москве у метро «Охотный ряд» полиция задержала двух участников акции с плакатом и копией Знамени Победы,['recPrDrobUuRrCB6x'],,,одиночный пикет,групповой протест,другое,в честь Дня Победы 9 мая,активистский протест,,2,,"Москва, у ст. метро «Охотный ряд»",https://ovdinfo.org/express-news/2020/05/09/v-moskve-policiya-zaderzhala-uchastnikov-akcii-s-kommunisticheskoy
2645,Акция по раздаче еды,2020-05-10,"В Санкт-Петербурге полицейские задержали мусульманина Киемиддина Саидова, раздававшего еду на Сенном рынке. На Саидова составили протокол по статье об организации массового одновременного пребывания граждан в общественных местах, повлекших нарушение общественного порядка (ч. 1 ст. 20.2.2 КоАП).",['recs8CXZcUBPl95yA'],,,акция,групповой протест,другое,раздача еды нуждающимся,активистский протест,,1,,"Санкт-Петербург, Московский проспект, 4а",https://ovdinfo.org/express-news/2020/05/11/v-peterburge-oshtrafovali-musulmanina-razdavavshego-edu-na-sennom-rynke
2644,Акция против строительства дороги на месте рощи,2020-05-14,"В районе Солнцево Москвы задержали четырех защитников рощи рядом с домом 5 по улице Авиаторов: Анну Жаркову, Алексея Балабанова и Станислава и Екатерину (фамилии неизвестны).",['recPrDrobUuRrCB6x'],,,собрание,локальный протест,экология,против строительства дороги на месте рощи,активистский протест,,4,['rec9X6VjiZtIpdntk'],"Москва, рядом с д. 5, ул Авиаторов",https://ovdinfo.org/express-news/2020/05/14/v-moskovskom-solncevo-policiya-zaderzhala-neskolko-chelovek-iz-chisla
2642,Сход у телецентра Останкино,2020-05-14,"В Москве у телецентра Останкино задержали двух человек, собравшихся с целью потребовать включить прямую трансляцию, чтобы рассказать правду о власти, на них составили протоколы за нарушение самоизоляции.",['recPrDrobUuRrCB6x'],,,собрание,политический протест,против власти,против действующей власти,активистский протест,,2,['recNSBeOjbstaxqI1'],"Москва, у телецентра Останкино",https://youtu.be/LxT0ELdiWP8?t=250
2643,Сход против строительства мусоросжигательного завода,2020-05-14,"В деревне Тимохово (Московская область) задержали шесть участников схода против строительства мусоросжигательного завода. Предположительно, на задержанных составили протоколы о нарушении режима самоизоляции (ст. 20.6.1 КоАП).",['recdoNNfozyUBxcTV'],,,собрание,локальный протест,экология,против строительства мусоросжигательного завода,активистский протест,,6,,"Московская область, деревня Тимохово",https://ovdinfo.org/express-news/2020/05/14/v-podmoskovnoy-derevne-timohovo-zaderzhali-protestuyushchih-iz-za-postroyki
2641,Акция против уничтожения березовой аллеи,2020-05-16,В районе Левобережный Москвы полиция задержала трех защитников березовой аллеи между улицами Фестивальная и Беломорская.,['recPrDrobUuRrCB6x'],,,собрание,локальный протест,экология,против вырубки березовой аллеи,активистский протест,,3,['recboeVLHpHf2lytm'],"Москва, между улицами Фестивальная и Беломорская",https://ovdinfo.org/express-news/2020/05/16/v-levoberezhnom-rayone-moskvy-policiya-zaderzhala-aktivistov
2640,Церемония посвящения детей в пионеры,2020-05-19,"В Алапаевске восемь детей посвящали в пионеры. Присутствовали дети, их родители и глава алапаевского отделения КПРФ. Торжественную церемонию с пионерскими галстуками провели у памятника Ленину, а затем пошли возложить цветы к памятнику Победы. По пути взрослые использовали флаги КПРФ, чтобы обозначить переход детей через улицу. Полиция задержала детей, доставила их без родителей в помещение КПРФ и взяла с них объяснения.",['recvtd8ZvtY6L8v0k'],,,в движении,групповой протест,другое,пионеры,институциональный протест,['recfRTb87ilO6Oo3v'],8,,"Алапаевск, возле городской администрации, ул. Ленина, 18",https://ovdinfo.org/express-news/2020/07/29/sud-ostavil-v-sile-shtrafy-glave-alapaevskoy-kprf-v-svyazi-s-ceremoniey
2639,Акция против сноса конюшен,2020-05-19,"В Волгограде полиция задержала трех человек во время акции против сноса зданий конноспортивного клуба «Золотая подкова», они дежурили четыре дня и пытались недопустить начала работ по сносу.",['recrUX5miVMyaLg5b'],,,оккупай ,локальный протест,градостроительная,"""против сноса конноспортивного комплекса, конюшен""",активистский протест,,3,,"Волгоград, ул. Ангарская, 137/181, у конноспортивного клуба «Золотая подкова»",https://ovdinfo.org/express-news/2020/05/19/v-volgograde-zaderzhali-uchastnikov-akcii-protiv-snosa-konyushen
2638,Дежурство на Шиесе,2020-05-20,В Архангельской области у станции Шиес задержали двух экоактивистов во время дежурства на посту «Гора».,['rec8pyyNnBOAzdxxc'],,,собрание,локальный протест,экология,против свалки на Шиесе,активистский протест,,2,['recLGw1uJl1mlWtCH'],"Архангельская область, станция Шиес",https://ovdinfo.org/express-news/2020/05/20/u-stancii-shies-zaderzhali-dvuh-ekoaktivistov
2637,Сбор подписей против дистанционного образования,2020-05-24,Полиция в Норильске задержала двух участниц акции по сбору подписей против перевода детей на дистанционное обучение.,['recWnopqf12Ip5GoB'],,,акция,групповой протест,образование,"""против дистанционного, удаленного обучения детей""",активистский протест,,2,['recT3pfqpTwA94f6Q'],Норильск,https://ovdinfo.org/express-news/2020/05/25/v-norilske-zaderzhali-dvuh-uchastnic-akcii-po-sboru-podpisey-protiv
2635,Одиночный пикет в поддержку фигурантов дела «Сети»,2020-05-25,"В Санкт-Петербурге на Сенной площади задержали активиста на пикете с плакатом: ""В деле ""Сети"" раследуется терроризм, которого не было, и не расследуются пытки, которые были.",['recs8CXZcUBPl95yA'],,,одиночный пикет,политический протест,политзаключенные,против пыток политзаключенных и в поддержку фигурантов дела «Сети»,активистский протест,,1,['recf1VVSQWvdlbCvL'],"Санкт-Петербург, Сенная площадь",https://ovdinfo.org/express-news/2020/05/25/v-peterburge-vozle-suda-gde-slushayut-delo-seti-zaderzhali-troih-aktivistov
2636,Акция против уничтожения березовой аллеи,2020-05-25,"В Москве полиция задержала защитников березовой аллеи на Беломорской улице, на них составили протоколы о нарушении самоизоляции",['recPrDrobUuRrCB6x'],,,собрание,локальный протест,экология,против вырубки березовой аллеи,активистский протест,,2,['recboeVLHpHf2lytm'],"Москва, между улицами Фестивальная и Беломорская",https://ovdinfo.org/express-news/2020/05/25/v-moskve-zaderzhali-zashchitnikov-allei-v-levoberezhnom-rayone
2633,Одиночный пикет в поддержку «Омбудсмена полиции»,2020-05-26,"В Москве возле здания МВД на улице Петровка задержали участника одиночного пикета, который стоял с плакатом «Свободу Владимиру Воронцову». ",['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,политзаключенные,в поддержку «Омбудсмена полиции» Владимира Воронцова,стихийный протест,,1,['rec48POuHZIFZKgFj'],"Москва, Петровка, 38 у здания ГУ МВД",https://ovdinfo.org/express-news/2020/05/26/v-moskve-vozle-mvd-na-petrovke-zaderzhali-piketchika-s-plakatom-v-podderzhku
2634,"Одиночные пикеты в поддержку «Омбудсмена полиции»
",2020-05-26,"В Москве возле главного здания МВД на Петровке, 38 задержали журналиста Илью Азара, который проводил одиночный пикет в поддержку автора паблика «Омбудсмена полиции» Владимира Воронцова и за свободу задержанного ранее на таком же пикете активиста, затем еще двух активистов в одиночных пикетах в поддержку Воронцова",['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,политзаключенные,в поддержку «Омбудсмена полиции» Владимира Воронцова,активистский протест,,3,['rec48POuHZIFZKgFj'],"Москва, Петровка, 38 у здания ГУ МВД",https://ovdinfo.org/express-news/2020/05/26/policiya-zaderzhala-uchastnikov-piketa-na-petrovke-38
2632,Одиночный пикет в поддержку «Омбудсмена полиции»,2020-05-27,"На одиночном пикете в поддержку «Омбудсмена полиции» Владимира Воронцова у здания ГУ МВД на Петровке, 38 задержали муниципального депутата района Проспект Вернадского Елену Филину. ",['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,политзаключенные,в поддержку «Омбудсмена полиции» Владимира Воронцова,стихийный протест,,1,['rec48POuHZIFZKgFj'],"Москва, Петровка, 38 у здания ГУ МВД",https://ovdinfo.org/express-news/2020/05/27/v-moskve-u-zdaniya-gu-mvd-na-petrovke-zaderzhali-municipalnogo-deputata-za
2631,Одиночные пикеты в поддержку Ильи Азара,2020-05-28,"В Санкт-Петербурге во время одиночных пикетов у Гостиного двора задержали активистов, вышедших с лозунгами ""Одиночный пикет не преступление"" в поддержку арестованного за одиночный пикет Ильи Азара",['recs8CXZcUBPl95yA'],,,одиночный пикет,политический протест,политзаключенные,в поддержку Ильи Азара,активистский протест,,9,['rec0T0RwwpIVR3aWc'],"Санкт-Петербург, у Гостиного двора",https://ovdinfo.org/express-news/2020/05/28/v-peterburge-policeyskie-zaderzhivayut-uchastnikov-piketov-na-nevskom
2630,Одиночные пикеты в поддержку Ильи Азара,2020-05-28,"В Москве у главного здания МВД полиция задержала журналистов, которые вышли в одиночный пикет в поддержку арестованного за одиночный пикет Ильи Азара",['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,политзаключенные,в поддержку Ильи Азара,стихийный протест,,13,"['rec3uBYf2Nx5VCX7c', 'rec48POuHZIFZKgFj']","Москва, Петровка, 38 у здания ГУ МВД",https://ovdinfo.org/express-news/2020/05/28/policiya-zaderzhala-zhurnalistov-piketiruyushchih-v-podderzhku-arestovannogo
2627,Одиночные пикеты в поддержку Ильи Азара и задержанных,2020-05-29,"29 мая в Москве и Петербурге продолжились одиночные пикеты в поддержку задержанных ранее активистов и журналистов. Как и днем ранее, всех участников пикетов задержала полиция.",['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,политзаключенные,в поддержку Ильи Азара и задержанных,активистский протест,,32,"['rec48POuHZIFZKgFj', 'reca5fWoNnTodN3BD', 'recQtuofPNhEf8F6r']","Москва, управа района Хамовники и Петровка, 38 у здания ГУ МВД","https://ovdinfo.org/news/2020/05/29/spisok-zaderzhannyh-na-akciyah-v-podderzhku-zaderzhannyh-29-maya-2020-goda

https://ovdinfo.org/news/2020/05/29/zaderzhaniya-na-odinochnyh-piketah-29-maya-onlayn"
2628,Пикет в поддержку студентов РГСУ,2020-05-29,"В Москве у администрации президента задержали двух человек, проводивших пикеты в поддержку студентов РГСУ, которых массово отчисляют, переселяют из одного общежития в другое и отменяют пересдачи.",['recPrDrobUuRrCB6x'],,,одиночный пикет,локальный протест,образование,отношение руководства университета к студентам и нарушение их прав,стихийный протест,,2,['recejBsL4BHeWptpU'],"Москва, у Администрации президента",https://ovdinfo.org/express-news/2020/05/29/dvuh-chelovek-provodivshih-pikety-v-podderzhku-studentov-rgsu-zaderzhali-v
2629,Одиночные пикеты в поддержку Ильи Азара и задержанных,2020-05-29,"29 мая в Москве и Петербурге продолжились одиночные пикеты в поддержку задержанных ранее активистов и журналистов. Как и днем ранее, всех участников пикетов задержала полиция.",['recs8CXZcUBPl95yA'],,,одиночный пикет,политический протест,политзаключенные,в поддержку Ильи Азара и задержанных,активистский протест,,10,['rec0T0RwwpIVR3aWc'],"Санкт-Петербург, у Гостиного двора","https://ovdinfo.org/news/2020/05/29/spisok-zaderzhannyh-na-akciyah-v-podderzhku-zaderzhannyh-29-maya-2020-goda

https://ovdinfo.org/news/2020/05/29/zaderzhaniya-na-odinochnyh-piketah-29-maya-onlayn"
2626,Одиночные пикеты в поддержку Ильи Азара и задержанных,2020-05-30,"На одиночных пикетах в Москве у здания ГУ МВД на Петровке задержали 15 человек — муниципальных депутатов и активистов. они проводили пикеты с требованием освободить пикетчиков, задержанных накануне на одиночных пикетах в поддержку создателя паблика «Омбудсмен полиции» и других задержанных.",['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,политзаключенные,в поддержку Ильи Азара и задержанных,активистский протест,,15,"['recQtuofPNhEf8F6r', 'recOFgBnhdzcJFbQz', 'rec48POuHZIFZKgFj']","Москва, Петровка, 38 у здания ГУ МВД",https://ovdinfo.org/news/2020/05/30/zaderzhaniya-na-odinochnyh-piketah-30-maya-v-podderzhku-zaderzhannyh-onlayn
2624,Одиночные пикеты в поддержку адвокатов Кабардино-Балкарии,2020-05-31,"У СК задержали юристов и адвокатов, которые вышли на одиночные пикеты в знак солидарности с коллегами в Кабардино-Балкарии, против которых завели дело о применении насилия в отношении полицейских. ",['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,политзаключенные,в поддержку адвокатов Кабардино-Балкарии,стихийный протест,,7,['reccMao3IjfHm9lKZ'],"Москва, у здания СК",https://ovdinfo.org/express-news/2020/05/31/v-moskve-na-odinochnyh-piketah-u-zdaniya-sledstvennogo-komiteta-nachalis
2625,Одиночный пикет в поддержку Ильи Азара,2020-05-31,"В Москве на станции метро «Тверская» задержали активиста, который поставил в центре станции метро «Чеховская» картонную фигуру журналиста Ильи Азара,",['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,политзаключенные,в поддержку Ильи Азара,активистский протест,,1,['recKFBkavkiZ0KOtr'],"Москва, метро Чеховская",https://ovdinfo.org/express-news/2020/05/31/v-metro-zaderzhali-moskvicha-v-svyazi-s-akciey-solidarnosti-s-zhurnalistom
